"Journal Data Filtered By:  Selected Categories: MANAGEMENT Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2024 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,JCR Abbreviation,Publisher,ISSN,eISSN,Category,Edition,Total Citations,2024 JIF,JIF Quartile,2024 JCI,% of Citable OA
"Organization Technology and Management in Construction","ORGAN TECHNOL MANAG","SCIENDO","1847-5450","1847-6228","MANAGEMENT","ESCI","207","1.7","Q3","0.32","100"%,
"International Journal of Human Capital and Information Technology Professionals","INT J HUM CAP INF TE","IGI GLOBAL","1947-3478","1947-3486","MANAGEMENT","ESCI","213","1.7","Q3","0.21","100"%,
"Management Revue","MANAG REVUE","NOMOS VERLAGSGESELLSCHAFT MBH & CO KG","0935-9915","1861-9908","MANAGEMENT","ESCI","836","1.7","Q3","0.11","3.85"%,
"Business Management and Economics Engineering","BUS MANAG ECON ENG","VILNIUS GEDIMINAS TECH UNIV","2669-2481","2669-249X","MANAGEMENT","ESCI","108","1.6","Q3","0.36","100"%,
"SYSTEMIC PRACTICE AND ACTION RESEARCH","SYST PRACT ACT RES","SPRINGER/PLENUM PUBLISHERS","1094-429X","1573-9295","MANAGEMENT","SSCI","753","1.6","Q3","0.34","53.21"%,
"Africa Journal of Management","AFR J MANAGE","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2332-2373","2332-2381","MANAGEMENT","ESCI","380","1.6","Q3","0.32","25.86"%,
"International Journal of Knowledge Management Studies","INT J KNOWL MAN STUD","INDERSCIENCE ENTERPRISES LTD","1743-8268","1743-8276","MANAGEMENT","ESCI","198","1.6","Q3","0.29","0"%,
"Journal of Research Administration","J RES ADMIN","SOC RESEARCH ADMIN INT","1539-1590","1539-1590","MANAGEMENT","ESCI","177","1.6","Q3","0.13","0"%,
"Decision Analysis","DECIS ANAL","INFORMS","1545-8490","1545-8504","MANAGEMENT","SSCI","516","1.5","Q3","0.43","0"%,
"Infrastructure Asset Management","INFRASTRUCT ASSET MA","EMERALD GROUP PUBLISHING LTD","2053-0242","2053-0250","MANAGEMENT","ESCI","174","1.5","Q3","0.39","7.55"%,
"International Journal of Training and Development","INT J TRAIN DEV","WILEY","1360-3736","1468-2419","MANAGEMENT","ESCI","904","1.5","Q3","0.36","56"%,
"Organizacija","ORGANIZACIJA","SCIENDO","1318-5454","1581-1832","MANAGEMENT","ESCI","352","1.5","Q3","0.36","100"%,
"Culture and Organization","CULT ORGAN","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1475-9551","1477-2760","MANAGEMENT","SSCI","670","1.5","Q3","0.33","47.27"%,
"Journal of the International Council for Small Business","J INT COUNC SMALL BU","TAYLOR & FRANCIS LTD","2643-7015","2643-7023","MANAGEMENT","ESCI","270","1.5","Q3","0.32","14.38"%,
"Property Management","PROP MANAG","EMERALD GROUP PUBLISHING LTD","0263-7472","1758-731X","MANAGEMENT","ESCI","782","1.5","Q3","0.32","5.17"%,
"Journal of Project Management","J PROJ MANAGE","GROWING SCIENCE","2371-8366","2371-8374","MANAGEMENT","ESCI","251","1.5","Q3","0.31","93.48"%,
"Journal of Creating Value","J CREAT VALUE","SAGE PUBLICATIONS INC","2394-9643","2454-213X","MANAGEMENT","ESCI","256","1.5","Q3","0.25","18.18"%,
"Management & Organizational History","MANAG ORGAN HIST","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","1744-9359","1744-9367","MANAGEMENT","SSCI","346","1.4","Q3","1.69","35.71"%,
"INTERNATIONAL JOURNAL OF TECHNOLOGY MANAGEMENT","INT J TECHNOL MANAGE","INDERSCIENCE ENTERPRISES LTD","0267-5730","1741-5276","MANAGEMENT","SSCI","1,797","1.4","Q3","0.41","0.76"%,
"JOURNAL OF ECONOMICS & MANAGEMENT STRATEGY","J ECON MANAGE STRAT","WILEY","1058-6407","1530-9134","MANAGEMENT","SSCI","2,403","1.4","Q3","0.37","32.28"%,
"Academia-Revista Latinoamericana de Administracion","ACAD-REV LATINOAM AD","EMERALD GROUP PUBLISHING LTD","1012-8255","2056-5127","MANAGEMENT","SSCI","477","1.4","Q3","0.35","9.3"%,
"South African Journal of Economic and Management Sciences","S AFR J ECON MANAG S","AOSIS","1015-8812","2222-3436","MANAGEMENT","SSCI","702","1.4","Q3","0.35","100"%,
"South Asian Journal of Human Resource Management","S ASIAN J HUM RE MAN","SAGE PUBLICATIONS INDIA PVT LTD","2322-0937","2349-5790","MANAGEMENT","ESCI","242","1.4","Q3","0.34","7.46"%,
"INTERNATIONAL JOURNAL OF LEARNING AND INTELLECTUAL CAPITAL","INT J LEARN INTELL C","INDERSCIENCE ENTERPRISES LTD","1479-4853","1479-4861","MANAGEMENT","ESCI","392","1.4","Q3","0.32","0"%,
"SA Journal of Human Resource Management","SA J HUM RESOUR MANA","AOSIS","1683-7584","2071-078X","MANAGEMENT","ESCI","882","1.4","Q3","0.32","99.48"%,
"Strategic Management","STRATEG MANAG","UNIV NOVI SAD, FAC ECONOMICS SUBOTICA","1821-3448","2334-6191","MANAGEMENT","ESCI","1,848","1.4","Q3","0.26","94.94"%,
"Service Science","SERV SCI","INFORMS","2164-3962","2164-3970","MANAGEMENT","SSCI","532","1.3","Q4","0.4","5.45"%,
"HUMAN SYSTEMS MANAGEMENT","HUM SYST MANAGE","IOS PRESS","0167-2533","1875-8703","MANAGEMENT","ESCI","660","1.3","Q4","0.38","2.08"%,
"JOURNAL OF GENERAL MANAGEMENT","J GEN MANAG","SAGE PUBLICATIONS LTD","0306-3070","1759-6106","MANAGEMENT","ESCI","624","1.3","Q4","0.34","12.82"%,
"Intangible Capital","INTANG CAP","OMNIASCIENCE","2014-3214","1697-9818","MANAGEMENT","ESCI","376","1.3","Q4","0.32","100"%,
"Journal of Transport and Supply Chain Management","J TRANSP SUPPLY CHAI","AOSIS","2310-8789","1995-5235","MANAGEMENT","ESCI","251","1.3","Q4","0.31","96.63"%,
"International Journal of Innovation and Technology Management","INT J INNOV TECHNOL","WORLD SCIENTIFIC PUBL CO PTE LTD","0219-8770","1793-6950","MANAGEMENT","ESCI","1,223","1.3","Q4","0.29","2.17"%,
"Management Research-The Journal of the Iberoamerican Academy of Management","MANAG RES","EMERALD GROUP PUBLISHING LTD","1536-5433","1558-0946","MANAGEMENT","ESCI","411","1.3","Q4","0.28","9.46"%,
"JOURNAL OF ORGANIZATIONAL BEHAVIOR MANAGEMENT","J ORGAN BEHAV MANAGE","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0160-8061","1540-8604","MANAGEMENT","SSCI","597","1.2","Q4","0.47","5.66"%,
"E & M Ekonomie a Management","E M EKON MANAG","TECHNICAL UNIV LIBEREC","1212-3609","2336-5064","MANAGEMENT","SSCI","506","1.2","Q4","0.38","100"%,
"Quality Innovation Prosperity-Kvalita Inovacia Prosperita","QUAL INNOV PROSPER","TECHNICAL UNIV KOSICE","1335-1745","1338-984X","MANAGEMENT","ESCI","288","1.2","Q4","0.34","97.65"%,
"International Journal of Shipping and Transport Logistics","INT J SHIP TRANS LOG","INDERSCIENCE ENTERPRISES LTD","1756-6517","1756-6525","MANAGEMENT","SSCI","513","1.2","Q4","0.31","8.26"%,
"Marketing and Management of Innovations","MARK MANAG INNOV","SUMY STATE UNIV, DEPT MARKETING & MANAGEMENT INNOVATIVE ACTIVITY","2218-4511","2227-6718","MANAGEMENT","ESCI","541","1.2","Q4","0.31","97.65"%,
"International Journal of Innovation Management","INT J INNOV MANAG","WORLD SCIENTIFIC PUBL CO PTE LTD","1363-9196","1757-5877","MANAGEMENT","ESCI","2,271","1.2","Q4","0.3","8.18"%,
"European Journal of Family Business","EUR J FAM BUS","UNIV MALAGA","2444-8788","2444-877X","MANAGEMENT","ESCI","142","1.2","Q4","0.29","89.13"%,
"South African Journal of Business Management","S AFR J BUS MANAG","AOSIS","2078-5585","2078-5976","MANAGEMENT","SSCI","488","1.2","Q4","0.25","100"%,
"ENGINEERING ECONOMIST","ENG ECON","TAYLOR & FRANCIS INC","0013-791X","1547-2701","MANAGEMENT","SSCI","379","1.2","Q4","0.15","5.88"%,
"IIM Kozhikode Society & Management Review","IIM KOZHIKODE SOC MA","SAGE PUBLICATIONS INDIA PVT LTD","2277-9752","2321-029X","MANAGEMENT","ESCI","230","1.1","Q4","0.39","11.76"%,
"Construction Economics and Building","CONSTR ECON BUILD","UNIV TECHNOLOGY, SYDNEY-UTS EPRESS","1835-6354","1837-9133","MANAGEMENT","ESCI","672","1.1","Q4","0.35","96.43"%,
"Proceedings of the Institution of Civil Engineers-Management Procurement and Law","PROC INST CIV ENG-MA","EMERALD GROUP PUBLISHING LTD","1751-4304","1751-4312","MANAGEMENT","ESCI","267","1.1","Q4","0.31","1.49"%,
"Polish Journal of Management Studies","POL J MANAG STUD","CZESTOCHOWA UNIV TECHNOLOGY","2081-7452","2081-7452","MANAGEMENT","ESCI","995","1.1","Q4","0.29","99.27"%,
"Scientific Papers of the University of Pardubice-Series D-Faculty of Economics and Administration","SCI PAP U PARD-SER D","Univ Pardubice, Fac Economics Adm","1211-555X","1804-8048","MANAGEMENT","ESCI","145","1.1","Q4","0.28","98.88"%,
"Real Estate Management and Valuation","REAL ESTATE MANAGE V","WALTER DE GRUYTER GMBH","1733-2478","2300-5289","MANAGEMENT","ESCI","343","1.1","Q4","0.26","100"%,
"Journal of Corporate Real Estate","J CORP REAL ESTATE","EMERALD GROUP PUBLISHING LTD","1463-001X","1479-1048","MANAGEMENT","ESCI","497","1","Q4","0.46","30.77"%,
"IIMB Management Review","IIMB MANAG REV","ELSEVIER","0970-3896","2212-4446","MANAGEMENT","ESCI","668","1","Q4","0.32","96.43"%,
"Decision","DECISION-INDIA","SPRINGER","0304-0941","2197-1722","MANAGEMENT","ESCI","320","1","Q4","0.3","26.14"%,
"Foresight and STI Governance","FORESIGHT STI GOV","NATL RESEARCH UNIV HIGHER SCH ECONOMICS","1995-459X","2500-2597","MANAGEMENT","ESCI","332","1","Q4","0.3","86.36"%,
"LogForum","LOGFORUM","POZNAN SCH LOGISTICS","1895-2038","1734-459X","MANAGEMENT","ESCI","402","1","Q4","0.3","89.43"%,
"Philosophy of Management","PHILOS MANAG","SPRINGER INT PUBL AG","1740-3812","2052-9597","MANAGEMENT","ESCI","259","1","Q4","0.3","30.67"%,
"TRANSPORTATION JOURNAL","TRANSPORT J","WILEY","0041-1612","2157-328X","MANAGEMENT","SSCI","513","1","Q4","0.27","8.77"%,
"International Journal of Information Systems and Supply Chain Management","INT J INF SYST SUPPL","IGI GLOBAL","1935-5726","1935-5734","MANAGEMENT","ESCI","177","1","Q4","0.26","94.57"%,
"Journal of Organizational Ethnography","J ORGAN ETHNOGR","EMERALD GROUP PUBLISHING LTD","2046-6749","2046-6757","MANAGEMENT","ESCI","304","1","Q4","0.25","16.39"%,
"International Journal of Organizational Leadership","INT J ORGAN LEADERSH","CANADIAN INST KNOWLEDGE DEVELOPMENT - CIKD","2383-1103","2345-6744","MANAGEMENT","ESCI","329","1","Q4","0.23","84.13"%,
"Serbian Journal of Management","SERB J MANAG","UNIV BELGRADE, TECHNICAL FACULTY AT BOR","1452-4864","1452-4864","MANAGEMENT","ESCI","274","1","Q4","0.22","98.8"%,
"European Journal of International Management","EUR J INT MANAG","INDERSCIENCE ENTERPRISES LTD","1751-6757","1751-6765","MANAGEMENT","SSCI","922","0.9","Q4","0.3","3.74"%,
"CANADIAN JOURNAL OF ADMINISTRATIVE SCIENCES-REVUE CANADIENNE DES SCIENCES DE L ADMINISTRATION","CAN J ADM SCI","WILEY","0825-0383","1936-4490","MANAGEMENT","SSCI","1,101","0.9","Q4","0.23","14.89"%,
"Acta Logistica","ACTA LOGISTICA","4S go, s.r.o","N/A","1339-5629","MANAGEMENT","ESCI","178","0.9","Q4","0.2","98.05"%,
"South East Asian Journal of Management","S E ASIAN J MANAGE","UNIV INDONESIA","1978-1989","2355-6641","MANAGEMENT","ESCI","117","0.9","Q4","0.2","94.44"%,
"International Journal of Management Studies","INT J MANAG STUD","UNIV UTARA MALAYSIA PRESS","2232-1608","2180-2467","MANAGEMENT","ESCI","212","0.9","Q4","0.15","92.59"%,
"World Journal of Entrepreneurship Management and Sustainable Development","WORLD J ENTREP MANAG","WORLD ASSOC SUSTAINABLE DEVELOPMENT","2042-5961","2042-597X","MANAGEMENT","ESCI","570","0.8","Q4","0.34","0"%,
"International Journal of Entrepreneurial Venturing","INT J ENTREP VENTUR","INDERSCIENCE ENTERPRISES LTD","1742-5360","1742-5379","MANAGEMENT","ESCI","421","0.8","Q4","0.22","0"%,
"Iranian Journal of Management Studies","IRAN J MANAG STUD","UNIV TEHRAN","2008-7055","2345-3745","MANAGEMENT","ESCI","305","0.8","Q4","0.22","0"%,
"Asian Academy of Management Journal","ASIAN ACAD MANAG J","PENERBIT UNIV SAINS MALAYSIA","1394-2603","1985-8280","MANAGEMENT","ESCI","324","0.8","Q4","0.17","97.1"%,
"RBGN-Revista Brasileira de Gestao de Negocios","RBGN-REV BRAS GEST N","FUND ESCOLA COMERCIO ALVARES PENTEADO-FECAP","1806-4892","1983-0807","MANAGEMENT","SSCI","422","0.8","Q4","0.16","100"%,
"International Journal of Business Performance Management","INT J BUS PERFORM MA","INDERSCIENCE ENTERPRISES LTD","1368-4892","1741-5039","MANAGEMENT","ESCI","242","0.8","Q4","0.14","2.17"%,
"Latin American Business Review","LAT AM BUS REV","TAYLOR & FRANCIS LTD","1097-8526","1528-6932","MANAGEMENT","ESCI","169","0.7","Q4","0.3","0"%,
"REVIEW OF INDUSTRIAL ORGANIZATION","REV IND ORGAN","SPRINGER","0889-938X","1573-7160","MANAGEMENT","SSCI","1,198","0.7","Q4","0.24","36.3"%,
"European Management Studies","EUR MANAGE STUD","UNIV WARSAW, FAC MANAGEMENT","N/A","2956-7602","MANAGEMENT","ESCI","16","0.7","Q4","0.18","100"%,
"Irish Journal of Management","IR J MANAG","SCIENDO","1649-248X","2451-2834","MANAGEMENT","ESCI","118","0.7","Q4","0.18","73.08"%,
"International Journal of Entrepreneurship & Small Business","INT J ENTREP SMALL B","INDERSCIENCE ENTERPRISES LTD","1476-1297","1741-8054","MANAGEMENT","ESCI","1,431","0.7","Q4","0.16","2.24"%,
"International Journal of Arts Management","INT J ARTS MANAG","ECOLE DES HAUTES ETUDES COMMERCIALES DE MONTREAL","1480-8986","1480-8986","MANAGEMENT","SSCI","313","0.6","Q4","0.55","0"%,
"NEGOTIATION JOURNAL","NEGOTIATION J","MIT PRESS","0748-4526","1571-9979","MANAGEMENT","SSCI","398","0.6","Q4","0.28","51.06"%,
"Middle East Journal of Management","MIDDLE EAST J MANAG","INDERSCIENCE ENTERPRISES LTD","2050-3636","2050-3644","MANAGEMENT","ESCI","164","0.6","Q4","0.21","0"%,
"ACCESS-Access to science business innovation in the digital economy","ACCESS-ACCESS SCI BU","Access Press Publishing House","N/A","2683-1007","MANAGEMENT","ESCI","80","0.6","Q4","0.2","90.8"%,
"Indian Economic Review","INDIAN ECON REV","SPRINGERNATURE","0019-4670","2520-1778","MANAGEMENT","ESCI","239","0.6","Q4","0.17","10.75"%,
"Management Research and Practice","MANAG RES PRACT","RESEARCH CENTER PUBLIC ADM & PUBLIC SERVICE","2067-2462","2067-2462","MANAGEMENT","ESCI","143","0.6","Q4","0.17","0"%,
"Negotiation and Conflict Management Research","NEGOT CONFL MANAG R","IACM-NCMR-INT ASSOC CONFLICT MANAGEMENT","1750-4708","1750-4716","MANAGEMENT","SSCI","371","0.6","Q4","0.17","0"%,
"International Journal of Innovation and Learning","INT J INNOV LEARN","INDERSCIENCE ENTERPRISES LTD","1471-8197","1741-8089","MANAGEMENT","ESCI","343","0.6","Q4","0.16","0.69"%,
"International Journal of Value Chain Management","INT J VALUE CHAIN MA","INDERSCIENCE ENTERPRISES LTD","1741-5357","1741-5365","MANAGEMENT","ESCI","144","0.6","Q4","0.15","0"%,
"Journal of Leadership Studies","J LEADERSH STUD","WILEY","1935-2611","1935-262X","MANAGEMENT","ESCI","576","0.6","Q4","0.15","43.18"%,
"Acta Structilia","ACTA STRUCTILIA","UNIV FREE STATE, DEPT QUANTITY SURVEYING & CONSTRUCTION MANAGEMENT","1023-0564","2415-0487","MANAGEMENT","ESCI","137","0.6","Q4","0.14","97.56"%,
"Journal of East European Management Studies","J E EUR MANAG STUD","NOMOS VERLAGSGESELLSCHAFT MBH & CO KG","0949-6181","1862-0019","MANAGEMENT","SSCI","280","0.6","Q4","0.13","3.57"%,
"International Journal of Emergency Management","INT J EMERG MANAG","INDERSCIENCE ENTERPRISES LTD","1471-4825","1741-5071","MANAGEMENT","ESCI","259","0.6","Q4","0.11","0"%,
"RAE-Revista de Administracao de Empresas","RAE-REV ADMIN EMPRES","FUNDACAO GETULIO VARGAS","0034-7590","2178-938X","MANAGEMENT","SSCI","616","0.6","Q4","0.1","91.14"%,
"Management-Journal of Contemporary Management Issues","MANAG-J CONTEMP MANA","UNIV SPLIT, FAC ECONOMICS","1331-0194","1846-3363","MANAGEMENT","ESCI","289","0.5","Q4","0.14","97.85"%,
"Foundations of Management","FOUND MANAGE","SCIENDO","2080-7279","2300-5661","MANAGEMENT","ESCI","164","0.5","Q4","0.11","100"%,
"International Journal of Applied Management Science","INT J APPL MANAG SCI","INDERSCIENCE ENTERPRISES LTD","1755-8913","1755-8921","MANAGEMENT","ESCI","99","0.5","Q4","0.1","0"%,
"NMIMS Management Review","NMIMS MANAG REV","SAGE PUBLICATIONS INC","0971-1023","0971-1023","MANAGEMENT","ESCI","59","0.5","Q4","0.07","50"%,
"Rossiiskii Zhurnal Menedzhmenta-Russian Management Journal","ROSS ZH MENEDZH","ST PETERSBURG UNIV PRESS","1729-7427","2618-6977","MANAGEMENT","ESCI","88","0.5","Q4","0.07","87.01"%,
"Journal of Organisational Studies and Innovation","J ORGAN STUD INNOV","MANAGEMENT & BUSINESS ACAD","2056-9122","2056-9130","MANAGEMENT","ESCI","30","0.5","Q4","0.06","0"%,
"Management-Poland","MANAGE-POL","UNIV ZIELONA GORA PRESS","1429-9321","2299-193X","MANAGEMENT","ESCI","194","0.4","Q4","0.13","90.54"%,
"Direccion y Organizacion","DIR ORGAN","UNIV POLITECNICA MADRID-CEPADE","1132-175X","2171-6323","MANAGEMENT","ESCI","95","0.4","Q4","0.12","95.16"%,
"Upravlenets-The Manager","UPRAVLENETS","URAL STATE UNIV ECONOMICS","2218-5003","2218-5003","MANAGEMENT","ESCI","70","0.4","Q4","0.12","73.91"%,
"Journal of Distribution Science","J DISTRIB SCI","KODISA Foundation","1738-3110","2093-7717","MANAGEMENT","ESCI","373","0.4","Q4","0.09","0"%,
"Problemy Zarzadzania-Management Issues","PROBL ZARZ","UNIV WARSAW, FAC MANAGEMENT","1644-9584","2300-8792","MANAGEMENT","ESCI","124","0.4","Q4","0.06","97.22"%,
"Indonesian Journal of Sustainability Accounting and Management","INDONES J SUSTAIN AC","UNIV PASUNDAN","2597-6214","2597-6222","MANAGEMENT","ESCI","119","0.3","Q4","0.23","100"%,
"International Journal of Information Technology Project Management","INT J INF TECHNOL PR","IGI GLOBAL","1938-0232","1938-0240","MANAGEMENT","ESCI","101","0.3","Q4","0.11","23.4"%,
"SMART-Journal of Business Management Studies","SMART-J BUS MANAG ST","SCIENTIFIC MANAGEMENT & ADVANCED RESEARCH TRUST","0973-1598","2321-2012","MANAGEMENT","ESCI","34","0.3","Q4","0.1","16"%,
"Revista Gestao & Tecnologia-Journal of Management and Technology","REV GEST TECNOL","FUNDACAO PEDRO LEOPOLDO","1677-9479","2177-6652","MANAGEMENT","ESCI","125","0.3","Q4","0.09","7.35"%,
"International Journal of Services Technology and Management","INT J SERV TECHNOL M","INDERSCIENCE ENTERPRISES LTD","1460-6720","1741-525X","MANAGEMENT","ESCI","188","0.3","Q4","0.06","2.56"%,
"RISUS-Journal on Innovation and Sustainability","RISUS","PONTIFICIA UNIV CATOLICA SAO PAULO-PUC-SP","2179-3565","2179-3565","MANAGEMENT","ESCI","118","0.3","Q4","0.05","79.45"%,
"Contabilidade Gestao e Governanca","CONTAB GEST GOV","UNIV BRASILIA, BUS ADM DEPT","1984-3925","1984-3925","MANAGEMENT","ESCI","60","0.3","Q4","0.03","97.92"%,
"Revista Gestion de las Personas y Tecnologia","REV GEST PERSONAS TE","UNIV SANTIAGO CHILE, FAC TECNOLOGICA","0718-5693","0718-5693","MANAGEMENT","ESCI","23","0.3","Q4","0.03","71.74"%,
"Academy Review","ACAD REV","ALFRED NOBEL UNIV","2074-5354","2522-9745","MANAGEMENT","ESCI","46","0.2","Q4","0.06","100"%,
"Revista Gestao Organizacional","REV GEST ORGAN","UNIV COMUNITARIA REGIONAL CHAPECO-UNOCHAPECO","1983-6635","1983-6635","MANAGEMENT","ESCI","52","0.2","Q4","0.05","97.8"%,
"Asian Journal of Management Cases","ASIAN J MANAG CASES","SAGE PUBLICATIONS INDIA PVT LTD","0972-8201","0973-0621","MANAGEMENT","ESCI","39","0.2","Q4","0.03","0"%,
"NTU Management Review","NTU MANAG REV","NATL TAIWAN UNIV, COLL MANAGEMENT","1018-1601","2410-2490","MANAGEMENT","ESCI","61","0.2","Q4","0.03","0"%,
"BETRIEBSWIRTSCHAFTLICHE FORSCHUNG UND PRAXIS","BETRIEB FORSCH PRAX","VERLAG NEUE WIRTSCHAFTS-BRIEFE","0340-5370","0340-5370","MANAGEMENT","SSCI","167","0.2","Q4","0.01","0"%,
"Cuadernos de Administracion-Universidad del Valle","CUAD ADM-U VALLE","UNIV VALLE","0120-4645","2256-5078","MANAGEMENT","ESCI","63","0.1","Q4","0.04","98.53"%,
"Administracao-Ensino e Pesquisa","ADMINISTRACAO","ASSOC NAC CURSOS GRADUACAO & ADMINISTRACAO","2177-6083","2358-0917","MANAGEMENT","ESCI","86","0.1","Q4","0.03","93.55"%,
"JIMS8M-The Journal of Indian Management & Strategy","JIMS8M-J INDIAN MANA","JAGANNATH INT MANAGEMENT SCH","0973-9335","0973-9343","MANAGEMENT","ESCI","26","0.1","Q4","0.02","10.71"%,
"Revista Ciencias Administrativas","REV CIENC ADM","RUSSIAN SOC HISTORIANS & ARCHIVISTS","1414-0896","2318-0722","MANAGEMENT","ESCI","46","0.1","Q4","0.02","85.87"%,
"Sistemas & Gestao","SIST GEST","UNIV FEDERAL FLUMINENSE, ESCOLA ENGENHARIA, DEPT ENGENHARIA PRODUCAO","1980-5160","1980-5160","MANAGEMENT","ESCI","44","0.1","Q4","0.02","78"%,
"Teoria e Pratica em Administracao-TPA","TEOR PRAT ADM-TPA","UNIV FEDERAL PARAIBA","2238-104X","2238-104X","MANAGEMENT","ESCI","31","0.1","Q4","0.02","46.88"%,
"Gecontec-Revista Internacional de Gestion del Conocimiento y la Tecnologia","GECONTEC","UNESCO Chair Information Management Organizations","2255-5684","2255-5684","MANAGEMENT","ESCI","21","0.1","Q4","0.01","0"%,
"Vision Gerencial","VIS GERENC","UNIV LOS ANDES, CENTRO INVESTIGACIONES & DESARROLLO EMPRESAR","2477-9547","1317-8822","MANAGEMENT","ESCI","26","0.1","Q4","0","32.94"%,
"Dalhousie Journal of Interdisciplinary Management","DALHOUS J INTERDISCI","DALHOUSIE UNIV, FAC MANAGEMENT","N/A","1923-6530","MANAGEMENT","ESCI","34","<0.1","Q4","0.01","18.18"%,
"Navus-Revista de Gestao e Tecnologia","NAVUS-REV GEST TECNO","CENTRO UNIV SENAC","2237-4558","2237-4558","MANAGEMENT","ESCI","57","<0.1","Q4","0.01","92.41"%,
"Revista Administracao em Dialogo","REV ADM DIALOGO","PONTIFICIA UNIV CATOLICA SAO PAULO-PUC-SP","2178-0080","2178-0080","MANAGEMENT","ESCI","19","<0.1","Q4","0.01","88.68"%,
"Revista Eletronica de Estrategia e Negocios-REEN","REV ELETRONICA ESTRA","UNIV SUL SANTA CATARINA-UNISUL","1984-3372","1984-3372","MANAGEMENT","ESCI","41","<0.1","Q4","0.01","16.67"%,
"Revista ENIAC Pesquisa","REV ENIAC PESQ","FAC ENIAC","2316-2341","2316-2341","MANAGEMENT","ESCI","6","<0.1","Q4","0.01","71.43"%,
"Annals in Social Responsibility","ANN SOC RESPONSI","EMERALD GROUP PUBLISHING LTD","2056-3515","2056-3523","MANAGEMENT","ESCI","15","<0.1","Q4","0","0"%,
"Revista CICAG","REV CICAG","UNIV DR RAFAEL BELLOSO CHACIN","1856-6189","1856-6189","MANAGEMENT","ESCI","2","<0.1","Q4","0","2.78"%,
"Brazilian Administration Review","BRAZ ADM REV","ANPAD-ASSOC NACL POS-GRADUACAO & PESQUISA ADM","1807-7692","1807-7692","MANAGEMENT","ESCI","0","N/A","N/A","0.13","N/A",
"Interdisciplinary Journal of Management Studies","INTERD J MANAGE STUD","UNIV TEHRAN","N/A","2981-0795","MANAGEMENT","ESCI","14","N/A","N/A","N/A","0"%,

Copyright (c) 2026 Clarivate 
By exporting the selected data; you agree to the data usage policy set forth in the Terms of Use 
