"Journal Data Filtered By:  Selected Categories: SOCIAL SCIENCES, INTERDISCIPLINARY Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2024 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,JCR Abbreviation,Publisher,ISSN,eISSN,Category,Edition,Total Citations,2024 JIF,JIF Quartile,2024 JCI,% of Citable OA
"Australasian Journal of Regional Studies","AUSTRALAS J REG STUD","REGIONAL SCIENCE ASSOC, AUSTRALIAN & NEW ZEALAND SECTION","1030-7923","1030-7923","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","91","0.1","Q4","0.12","0"%,
"JATI-Journal of Southeast Asian Studies","JATI-J SE ASIAN STUD","UNIV MALAYA, DEPT SOUTHEAST ASIAN STUDIES, FAC ARTS & SOCIAL SCIENCES","1823-4127","2600-8653","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","49","0.1","Q4","0.12","97.3"%,
"Theory in Action","THEORY ACTION","TRANSFORMATIVE STUDIES INST","1937-0229","1937-0237","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","72","0.1","Q4","0.12","95.45"%,
"St Theresa Journal of Humanities and Social Sciences","ST THERESA J HUMANIT","ST THERESA INT COLL","2408-2120","2539-5947","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","28","0.1","Q4","0.1","0"%,
"Etudes Ricoeuriennes-Ricoeur Studies","ETUDES RICOEURIENNE","UNIV PITTSBURGH, UNIV LIBRARY SYSTEM","2156-7808","2156-7808","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","50","0.1","Q4","0.08","98.04"%,
"Vestnik Tomskogo Gosudarstvennogo Universiteta-Filosofiya-Sotsiologiya-Politologiya-Tomsk State University Journal of Philosophy Sociology and Political Science","VESTN TOMSK U-FILOS","TOMSK STATE UNIV","1998-863X","2311-2395","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","114","0.1","Q4","0.08","6.78"%,
"Khazar Journal of Humanities and Social Sciences","KHAZAR J HUMANITIES","KHAZAR UNIV","2223-2613","2223-2621","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","65","0.1","Q4","0.07","98.72"%,
"STAPS-Sciences et Techniques des Activites Physiques et Sportives","STAPS-SCI TECH ACT P","DE BOECK UNIV","0247-106X","1782-1568","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","151","0.1","Q4","0.06","0"%,
"Espacio Abierto","ESPACIO ABIERTO","UNIV ZULIA, CONSEJO DESARROLLO CIENTIFICO & HUMANISTICO","1315-0006","1315-0006","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","134","0.1","Q4","0.05","0"%,
"Revista Colombiana de Ciencias Sociales","REV COLOMB CIENC SOC","UNIV CATOLICA LUIS AMIGO","2216-1201","2216-1201","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","76","0.1","Q4","0.05","96.3"%,
"Revista Cientifica da Faculdade de Educacao e Meio Ambiente","REV CIENT FAC EDUC M","FAEMA-FAC EDUCACAO & MEIO AMBIENTE","2179-4200","2179-4200","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","14","0.1","Q4","0.03","68.29"%,
"Revista Pensamiento Americano","REV PENSAM AM","CORP UNIV AMER","2027-2448","2027-2448","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","9","0.1","Q4","0.03","93.33"%,
"Cultura y Droga","CULT DROGA","UNIV CALDAS","0122-8455","2590-7840","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","24","0.1","Q4","0.02","100"%,
"Papeles de Trabajo","PAPEL TRAB","UNIV NACL SAN MARTIN, INST ALTOS ESTUDIOS SOCIALES-IDAES","1851-2577","1851-2577","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","49","0.1","Q4","0.02","0"%,
"Revista de Ciencias Sociales-Costa Rica","REV CIENC SOC-COSTA","UNIV COSTA RICA, FAC SOCIAL SCIENCES","2215-2601","2215-2601","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","30","0.1","Q4","0.02","27.37"%,
"Revista Latinoamericana de Metodologia de la Investigacion Social","REV LATINOAM METODOL","ESTUDIOS SOCIOLOGICOS EDITORA","1853-6190","1853-6190","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","46","0.1","Q4","0.02","0"%,
"Dialogo","DIALOGO","CENTRO UNIV LA SALLE","1519-3640","2238-9024","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","45","0.1","Q4","0","28.79"%,
"Journal of New Zealand Studies","J N Z STUD","VICTORIA UNIV WELLINGTON, LAW FAC","1176-306X","2324-3740","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","72","<0.1","Q4","0.12","100"%,
"Boyhood Studies-An Interdisciplinary Journal","BOYHOOD STUD","BERGHAHN JOURNALS","2375-9240","2375-9267","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","92","<0.1","Q4","0.1","2.94"%,
"Hungarian Cultural Studies","HUNG CULT STUD","UNIV PITTSBURGH, UNIV LIBRARY SYSTEM","2471-965X","2471-965X","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","18","<0.1","Q4","0.05","100"%,
"Revista Mad-Revista del Magister en Analisis Sistemico Aplicado a la Sociedad","REV MAD","UNIV CHILE, FAC CIENCIAS SOCIALES, DEPT ANTROPOLOGIA","0718-0527","0718-0527","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","32","<0.1","Q4","0.05","7.89"%,
"Simbiotica","SIMBIOTICA","UNIV FEDERAL ESPIRITO SANTO","2316-1620","2316-1620","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","428","<0.1","Q4","0.03","100"%,
"Barataria-Revista Castellano-Manchega de Ciencias Sociales","BARATARIA","ASOC CASTELLANO-MANCHEGA DE SOCIOLOGIA","1575-0825","2172-3184","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","42","<0.1","Q4","0.02","59.38"%,
"Revista Cientifica Hermes","REV CIENT HERMES","FAC INST PAULISTA ENSINO-FIPEN","2175-0556","2175-0556","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","12","<0.1","Q4","0.02","48.89"%,
"Trans-pasando Fronteras","TRANS-PASANDO FRONT","UNIV ICESI","2248-7212","2322-9152","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","7","<0.1","Q4","0.02","85.71"%,
"Limite-Revista de Filosofia y Psicologia","LTE-REV INTERDISCIP","UNIV TARAPACA, DEPT FILOSOFIA & PSICOLOGIA","0718-1361","0718-5065","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","20","<0.1","Q4","0.01","28.57"%,
"Revista Brasileira de Historia & Ciencias Sociais","REV BRAS HIST CIENC","UNIV VALE DORIO SINOS-UNISINOS","2175-3423","2175-3423","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","28","<0.1","Q4","0.01","35.19"%,
"Revista Pos Ciencias Sociais","REV POS CIENC SOC","UNIV FEDERAL MARANHAO","1983-4527","2236-9473","SOCIAL SCIENCES, INTERDISCIPLINARY","ESCI","21","<0.1","Q4","0","65.43"%,

Copyright (c) 2026 Clarivate 
By exporting the selected data; you agree to the data usage policy set forth in the Terms of Use 
